comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Discussion== Any additional comments: 121.96.111.196 ==,0,0,0,0,0,0
dude y r u such a fukin nerd wit no life?????,1,0,1,0,1,0
""" brian93828 Since someone (probably some jew) protected the page, I have to comment here on this: """"That makes even less sense. The Gallery is far more notable than any of the other things on this list"""" Really guys, why are we so naive to believe that an organization of homosexual blacks or native Americans could be more notable than one of whites? There is probably even Wikipedia policy that in all cases blacks go below whites on lists. """,1,0,0,0,0,0
even if we hate furfags and llolis and kid fuckers,1,0,1,0,0,1
""" Greek -OhmyΩ Hi Kilo-Lima, about this: """":Could you kindly change your username, at Wikipedia:Changing username? Your current username consisists of non-latin characters. Iolakana|T """" Why? It's Greek, and so I'm I -) ηελλο εωερυ ονε ιν τηε ςορλδ οφ εαρτη. Βελιεωε ιν Αγε οφ Μυτηολογυ ανδ τηε Γρεεκ μυτησ!!! BTW, is there a Greek Wiki coming soon.............""",0,0,0,0,0,0
", therefore for your warning is nothing but bullshit and is being removed.",1,0,1,0,0,0
DELANOY SUCKS COCKS.,1,0,1,0,1,0
"Plot was much too long, detailed and subjective, reading motivations and meanings into the movie where none are explicit. I've condensed the movie into a brief synopsis, I don't believe a scene by scene relating of the entire movie is necessary or appropriate. This seems to be a real problem with movies, over-detailed plots which often add the editors' POV and biases. I think a short synopsis is much less likely to suffer from this problem.",0,0,0,0,0,0
"Ekanti, the belief.net article is not reliable for the section you just cited. It is not reliable because it has not been published by a reliable secondary source (such as reputable media newspapers, magazines, books, documentaries, tv programs, etc). The belief.net article was published on the internet only. talk-email",0,0,0,0,0,0
""" Felonious Monk, you can kiss my hairy Jewish ass! If your nose wasn't burried so deep in Chip Berlet's nut sack then you might actually have a bit of a sense of hummor and not be all anal about your precious Wiki-beuracracy. Go ahead and block my IP if you like, I really don't give a shit about you or Wikipedia. I can switch my IP address in two seconds anyhow. Or block my IP-range if you like - I fuckin dare you to! I'm switching internet providers tomorrow anyway, so it won't affect me, it will just keep a bunch of other people from editing your wannabe """"encyclopedia,"""" which is A-OK with me! """,1,0,1,0,1,0
"Welcome! Hello, and welcome to Wikipedia. Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: How to edit a page Editing, policy, conduct, and structure tutorial Picture tutorial How to write a great article Naming conventions Manual of Style If you're ready for the complete list of Wikipedia documentation, there's also Wikipedia:Topical index. I hope you enjoy editing here and being a Wikipedian! By the way, you can sign your name on Talk and vote pages using three tildes, like this: ~~~. Four tildes (~~~~) produces your name and the current date. If you have any questions, see the help pages, add a question to the village pump or ask me on my Talk page. Again, welcome! Thanks for your work last year on PGP things. I recently stumbled across Mean Shortest Distance which you created. Don't forget to link new pages from old ones: it makes it more likely others will visit the page (and maybe improve it). 17:42, 14 Mar 2005 (UTC)",0,0,0,0,0,0
""" Sway Valley redirect I've started a discussion at Talk:Swat River#Swat Valley redirect about making the redirect """"Swat Valley"""" point here (Swat District) instead of there (Swat River). Please add your thoughts in that section on the other talk page. (talk) """,0,0,0,0,0,0
Your reverts of markbernstein.org User's website promotes his commercial products/company. It's a pretty clear violation of talk page guidelines. For what reason did you revert? 168.1.99.209,0,0,0,0,0,0
boring you have no sense in humor lemonparty.org=this site,0,0,0,0,0,0
", 1 September 2005 (UTC) p.s. I think your name is stupid. That's my POV, and you can cram it in your anus. 05:21",1,0,1,0,1,0
""" Indeed. I expanded a couple of bits of Bishojo game, because that's where the terminology discussion already is, including a definition of """"Visual novel"""". Does that look okay? If so, the only other question I have is whether the redirect at Visual novel would be better pointed at """"Bishojo game"""" (where the definition is), or at """"Renai game"""" (much closer in concept). Can the redirect point straight to the """"Terminology & genres"""" subheading? 15:19, Jul 15, 2004 (UTC)""",0,0,0,0,0,0
"You're a psychopath, Tryptofish. If you want to find meaning and purpose in life, then you may wish to go do something charitable instead of 'sperging out on your precious animes. Your type of thinking is the reason why wikipedia is never going to be taken seriously.",1,0,0,0,1,0
"Oh so andy can have a history of this crap, yet I retaliate and I get a warning for an indef? I really love the fair, equal and level headed fashion in which you administrate this website.",1,0,0,0,0,0
"if they dont score a milliuon goals for vinnies, the shits",1,0,1,0,1,0
"Modernist, you are mentioned here. I appreciate all your help; expert openion always welcome and appreciated.",0,0,0,0,0,0
"Hmm, yeah, Lucas sarcastically joking about it is possible. I'm assuming good faith on the author's comments since I never heard the commentary myself (very rarely will I ever watch a movie again with commentary on), and it is problematic that he didn't specify who was saying it in the commentary, a producer, an actor, etc. I still laughed at reading this though and thought it'd be a shame if it was excised for good, assuming it's factual!",0,0,0,0,0,0
"im going to punch jim wales one day. ill find him, then ill fucking punch him out.",1,0,1,1,1,0
""":::I would like to say all books, and web entries, should have some relevant description of enough content, or no one would know what the books where about. A single paragraph description of the content is not the same as a lengthy review. I think the current book descriptions are ok. If some Jws are not happy, why don't they put some 'positive' books in the positive section as a balance? Reducing book descriptions until they are meaningless, or so vague that no one knows what they are about, is a rather surreptitious form of direct censorship, or reader manipulation at the least, and should not be encoraged. We all need to be honest about our motives for """"this or that"""" change to any Wikepedia article. I also noted a lot of accusations about POV this and that, but if we feel something is POV, surely we have to put forth a good and specific argument against the information, before it is changed to something else. Simply saying, """"X is POV, therefore I will zap it"""" cannot be good enough. One has to give a specific proven point, not a rhetorical claim, but a factual one that can be proven, or it all just ends up like anarchy, and stifles any real debate or reasonable conclusions to debates. 12th of July 2005 """,0,0,0,0,0,0
"— | Talk I, who am coming in from the wild, I, who happen to be Reform and think this Sanhedrin is, pardon my French, bullshit, shall be the third, as I believe that honorable editing is a Wikimitzvah.",0,0,1,0,0,0
. This encyclopedia is stained with Satan hypocrisy and bias. Massive anti-truth filter,1,0,0,0,0,0
""" Wikipedia:Articles for deletion/Mika's second studio album Hi ApprenticeFan. It may be worth taking another look at this, as the situation has substantially changed since you made your comment. Thanks. (talk)(contribs) """,0,0,0,0,0,0
""" Ok I understand,Thanks for the warning. My intention is no other than to """"warn"""" people who in good faith, as me, try to contribute to Wikipedia and see how others in bad faith publish what they want and say what they want about me. I have no problem in editing my sources on the subjects of interest of Patagonia, in fact all my sources relevant to Patagonia which I have gathered and published a book as historian on this matter. But in doing so, I have been blocked by an Argentine person called Nereo, who constantly defends his point of view without backup and erraces everything I edit, to the extreme of a mounted machine with others who have the expirience in WP in order to follow his immediate command to block me. They have succeded in this twice in Spanish. But I do not think this Media is ment for such a war. Because of this, 3 Chilean Authorities have been warned by me and they are monitoring Mr NEREO, Chucao and his gang very closely. That was all my intention on editing such note, as NEREO leaves traces of his personal touch everywhere about me, under a very silly game. """,0,0,0,0,0,0
"His languages So...he has written in English, Gaelic and Anglo-Saxon, right?",0,0,0,0,0,0
""" IRA Bodycount Given the popularity of """"bodycount"""" sites now on the internet, perhaps it would be a good idea to have an """"IRA Bodycount"""" section in this page. It could have columns for children, women, etc murdered by the IRA plus a column for IRA members blown up making their own improvised explosive devices. The total could include figures for the bogus-front successor organisations like Continuity IRA and so forth. How about also putting in little corpse symbols for each type of corpse? This would form an excellent introduction to the proposed Wikiproject IRA above. """,0,0,0,0,0,0
""" hi i wanted to speak to you about your rrevision of the Natural Cures """"They"""" Don't Want You To Know About article. the citation needed tag did not beeed to be removd because acccoding to the guidleins for articles on a real people all mesaages like the 'Convicted felon' addition need to be cited in order to remain int he atirlce. Kevin Trudea's convicted felon status was no cited and we need ctiation for that. could you please come t to the talk page for article? """,0,0,0,0,0,0
"Thats one family, the liklyhood of her being one of them is slim. The surname sites on google (www.surnamedb.com been one of them) show a large distribution of English fannings throughout the US and considering her family is Baptist it looks more likely.86.139.215.76",0,0,0,0,0,0
"Fine arts? Is there a reason that this page omits any mention of fine arts degrees at Drake? To read this page one would think that there are no music, theatre, or art departments, much less majors in those fields. Last I knew these were majors in the College of Arts and Sciences...",0,0,0,0,0,0
"Contradiction The article states, “Yet another [effect] was that it had First Amendment consequences too, in that it spelled the end for any legislative attempts to overturn Employment Division v. Smith.” However, this seems to be contradicted by the statement, “However, in 2000, Congress enacted the Religious Land Use and Institutionalized Persons Act, in which it used the Spending Clause to require that, for localities that receive federal funding, land use laws accommodate religious freedom, essentially, as if RFRA had been constitutional.”",0,0,0,0,0,0
""" So why not come back when you've actually read it? Corbett """,0,0,0,0,0,0
"Fuck you, and your family.",1,0,1,0,1,0
I can explain a bit more in detail later on but my time is limited. I did not realise the seriousness of doing this and if I only knew at the time I wouldn't have done this. I admit now to being a D_HEAD,0,0,0,0,0,0
"""::there were some """"unacceptable"""" problems reported with severe cases of allergy. But the gmo have been removed. I am not aware of current relevant studies precisely on """"acceptable"""" ones -). However, I know of current environmental pbs which are considered acceptable. Fun -) """,0,0,0,0,0,0
GO TO HELL. i.e. piss off,1,0,1,0,0,0
Block Oh shit I'm going to be blocked,1,0,1,0,0,0
"I think the referenced page algebraic data type is a more standard definition than the one shown on this page. At the very least, someone should add a disambiguation page.",0,0,0,0,0,0
""" What is it you're saying? That if you get attacked by another poster, you just should accept it? Because if you object, you're just making trouble? Is that it? if you're being stalked, just accept it? Or how about admins? That posters here just have to accept whatever arbitrary action an admin makes? That is an admin is wrong, you just have to suck it up? Is that what this system stands for? Is that what you're saying??? """"In wikipedia you have to accept the arbitrary actions of unaccountable admins."""" That's all you have to say, that'll end it. I'd have no recourse. Look, you don't want problems when you log into wikipedia. I don't want problems when I post here. But when an admin makes a wild mistake, and then hides instead of addressing it, I don't see how I cannot try to seek appropriate redress. His content was wrong. His arbitrary action was wrong. I don't care about his character.""",1,0,0,0,0,0
"The entire article is written by americans so what do you expect, they are fucking retards, also my comments are constructive and help to point out how bias and unacurate this article has become due to americans rampant bias and censorship94.168.194.94",1,0,1,0,1,1
YOU ARE A PIECE OF F*CKING SH*T! f*ck you! i like to change wikipedia so back off... poophead,1,0,1,0,1,0
HELLO You disgrace to humanity. Stop wasting valuable Internet resources (your killing the fucking planet) and throw out your PC. PS it's like 3am what the fark kinda life do you have on Wikipedia 24/7. A VERY SAD AND LONELY ONE LOL. Life's too short find something better to do,1,0,1,0,1,0
"You're a douchebag If you go back 24 hours and think about things, you would realize that blocking me from editing for 24 hours was a stupid decision. Fanovian gave me my final warning for incivility and vandalism on the page pertaining to the nonexistent lord and savior Jesus. after this warning I stopped hurting everyones feelings. Just 5 seconds later you blocked me. Now either you are a complete fucking twat, or you simply cannot read, either way I should not have been blocked for doing nothing which I could have been blocked for. No hard feelings though, I know you didn't ask to be mentally retarded, and you can't help the fact that you are incapacitated. Much love,",1,0,0,0,0,0
"February 2012 Hello, and welcome to Wikipedia. I noticed that your user subpage at User:Manav Kaushish Sharma may not meet Wikipedia's user page guideline. If you believe that your userpage does not violate our guidelines, please leave a note here and we can discuss it. As an alternative, you may add {{Db-userreq}} to the top of the page in question and an administrator will delete it, or you can simply edit the page so that it meets Wikipedia's userpage guidelines. Thank you. Only edited to user page (no other edits made to any article) for advertising purpose.",0,0,0,0,0,0
""" """"Editor"""" swears to enhance his editorial power This """"editor"""" apparently thinks that using the phrase """"ead the fucking article, moron"""" is a suitable justification for his otherwise unjustified changes. See History, here: http://en.wikipedia.org/w/index.php?title=Captain_Pugwash&action;=history""",0,0,1,0,0,0
"Do you own Wikipedia? I don't fucking think so, Uncle Dick. Girls just wanna have fun! Bywaaaaaaa!",1,0,1,0,0,0
FFS You sad little cock muncher.,1,0,1,0,1,0
tiderolls... you are a shitty phage and you desperately need a life.,1,0,1,0,1,0
So are you the clever dick or rather arsehole that posts messages to me telling me my edit has been reverted? What do you know about durban? read about it at my south africa sucks I posted the following The minority white population still provide the majority of revenue to the city copuncil because of the punitively high taxes imposed on white owned properties. The lazy blacks still pay nothing yet call for more free handouts This is 100% true. The white community is taxed at rates that would make people in londons eyes water. Ask me. my tax on my home in uk is half of that imposed on my tiny house in durban. The blacks are paracites because they take and dont pay anything just take take and complain. This is un PC maybe racist to some ears but its the truth. So wiki is becoming a tool of propoganda by the afronazi marxist anc run government of south africa. Be brave and let the truth be told.,1,0,0,0,0,0
REDIRECT Talk:A Passage a Day,0,0,0,0,0,0
"personal appeal Being in France at the moment, I get a French version of Jimbo's appeal. I want an English version of the text! Thanks. 92.149.149.99",0,0,0,0,0,0
"Class numbers in the 70s? Was 7* under TOPS reserved for electro-diesels or for DC diesels? Empirically, the Woodhead locos (76 & 77) do indeed suggest that the 7* series vs. the 8* series was for indeed for DC locos (catenary or 3rd rail). However I've never seen it claimed that this was particularly deliberate, whilst I have read that the electro-diesels were deliberately grouped in this range. Does anyone have a robust source? In the meantime I've reverted the change, mostly to avoid the redlink. If we do change this, the link ought to point to a section within the TOPS article.",0,0,0,0,0,0
"Hate to rain on your parade Riggr, but you you do know its all bollocks, life and barnstars, all that shit. You have a lovely template now, awarding you, but will someday die alone as the rest of us, I suspect. Na na on your sunshine, motherfucker.",1,0,1,0,1,0
"Seating Capacity Some foolish people told me to discuss here first. No problem! Ok, I am extremely sure that there are two typical types of 3-class seating of A340-200, which are 239 and 261. According to the main page of Airbus, the seating capacity is shown as 240, which is rounded up from 239. Also, I cited a lot of relevant and reliable sources. Please foolish people, if you know nothing about this topic, please do not revert edits which are actually thr truth. Or else, you should really feel ashamed of yoursevlves.",1,0,0,0,0,0
"you are sick bastard, and hope get your lesson soon",1,0,1,0,1,0
BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM BUM your dad.,1,0,0,0,0,0
U-552 Reverts That wasn't me you fucking moron. You just blocked the wrong person and the idiot that is claiming it was a war crime has just undone someone elses work. If you look at what he has written and then look at his sources you will see that they do not support his case.75.181.143.239,1,0,0,0,0,0
Proposed move Propose move to 50 cc Grand Prix motorcycle class for less ambiguity in title.,0,0,0,0,0,0
boobs are sweet and sexy i love them they are so squishy,1,0,0,0,0,0
"I don't believe you're a faggot. You're more like a Eurotoxin douche. Maybe all these narcissists you talk about can just Google Kim Jong Un if they can't bear not to know what he looks like. They certainly must know that much to find images, since they are practiced at searching for pictures of 6 year olds everyday.",1,0,1,0,1,0
Payouts from pharmaceutical companies How is it that 3 different people all within minutes of each other edit a page to revert to displaying erroneous information that has been SCIENTIFICALLY DISPROVEN? E.G. Colloidal silver is naturally occurring in good quality soil. It was in our food in abundance until the use of pesticides and chemical fertilisers raped it from the soil (along with MANY other 'dangerous' things. How is it that in this day and age when it is public knowledge that large corporations edit wiki pages to their benefit no one will do anything? Are you people so freaking ignorant and stupid that you can't see it???,1,0,0,0,0,0
Second last paragraph in the article. It links to Winterheart's Guild (computer game). Dayn,0,0,0,0,0,0
""", 18 October 2006 (UTC) This wasn't the same site, but it has a lot of the same pictures, including the one with """"cliche kitty"""" without the domo-kuns or banner. 18:18""",0,0,0,0,0,0
""" Thanks, a separate sentence is an excellent idea, but we will need reliable sources for it. Rather, than tag bomb the sentence, I'll do it here: """"typically in education"""" """"everybody knows"""" (students are included in """"everybody"""", but they don't know """"the other kind of numbers"""") """"natural numbers counting numbers"""" (natural numbers with or without zero?) Why was the term """"counting numbers"""" introduced """"circa 1965""""? (per Merriam-webster.com) At what educational level is the term """"counting numbers"""" replaced with another term? Sourcing ideas include books on pre-algebra and mathematics curriculum standards. 50.53.39.110 """,0,0,0,0,0,0
The Rock Vs Cena The match was agreed upon for less than 365 days from when the next Wrestlemania would take place; this marks it as less than year. Please unlock the article so the lie can be fixed.,0,0,0,0,0,0
fuck wikipidia and fuck you. Fuck this stupid site and the useless information filled with useless people.,1,0,1,0,1,0
REDIRECT Talk:Codava National Council,0,0,0,0,0,0
"I'd just like to chime in that I experienced these things on several occasions in Tokyo, and I'd like to voice my vehement opposition to them. They're not annoying, they're debilitating. Everything mentioned in The Mosquito#Health effects should be taken seriously; it's not simply a “noise”, it’s a pulsing. Something like this: |>-|>-|>-|>-|>-|>-|>-|>-|>-. Bang loud, quickly fades out, and then repeats, probably 2-3 times per second. When I came across them, it went straight to my inner ear and made me disoriented within seconds and physically nauseous within a minute of exposure. The fact that it emits at up to 94 decibels, to me, should make it highly controversial. At 85 dB, OSHA requires hearing protection in a factory. 94 decibels is louder than a lawnmower, and these speakers are usually stuck run above your head on sidewalks. To some of the previous comments in this article, to me, The Mosquito less of an anti-loitering machine and more of a military sound-weapon. It is truly that bad; imagine an instant, pulsing ear infection simply because you walked past a department store that doesn't want kids loitering about. Just my 2 cents. (talk)(contribs)",0,0,0,0,0,0
"No dude. I'm sick of you. You are being rediculous. RELAX! Stop hyping off minor stuff, and use your talents to attack some real Wiki problems. Jeez...",1,0,0,0,0,0
How the fuck...damn you maust get a shitload of ass. Please tell me if you do or not. Please. FUCK the Giants!!!!!!! Go PATS!!!!!!! Fuck the Yankees!!!!!!!!!!11,1,0,1,0,1,0
"I'm aware that I made very big mistakes past few days. I fully recognize that. But I'm not a vandal, nor I deserve to be blocked indefinitely. Since January 2009, when I registered, I made over 4,000 contributions to Wikipedia. Anyone can see that. That's a real picture of my activities on Wikipedia. I promise that I'll never repeat that mistakes if you give me another chance.",0,0,0,0,0,0
""" Denys Rayner photo copyright Dear Commander Keane Can you help me with the """"copyright"""" designation of the photo portrait I have inserted of the subject. You will see from my comment on this that it was a photo that Denys Rayner gave me in 1966, but it has also been used in one of his book, Escort. """,0,0,0,0,0,0
his is a weast of time so fuck yal,1,0,1,0,0,0
"I certainly noticed you because of the poor edit at Stars Dance (where you formatted an enormous unsourced list of producers added to an album that had been created by another editor with a forged tracklist, an edit for which he has been warned). The edit for which you were blocked was less than nine hours old at the time you were blocked, and was nearly identical to the kinds of edits you were blocked for previously. That previous block was your warning. You don't get to make bad edits in blocks of four.—",0,0,0,0,0,0
dnL Sightings Has anyone seen dnL anywhere recently?,0,0,0,0,0,0
I guess me and my family will die thanks to Barack Obama = I guess me and my family will die thanks to Barack's terrorist plan.,1,0,0,0,0,0
"Semi-protected edit request on 13 October 2015 'The board does not have the authority to apportion blame, under the rules governing international crash investigations. But speaking to reporters after the news conference, Mr Joustra said pro-Russian rebels were in charge of the area from where the missile that hit MH17 had been fired. - this should be added.",0,0,0,0,0,0
"""The """"editors"""" of the article, which concerns a conservative spokesman who turned out to be a porn actor and a prostitute, have altered the article to refer to the reports of his prostitution which have be definitively PROVEN as """"rumors,"""" even though the article's subject acknowledged his prostitution in a nationally broadcast radio program and in an article under his own name in Salon.com. At the same time, they insured that material from an unverified """"interview"""" by an evangelical """"ex-gay"""" blog was included. When I and others pointed out that none of this is true, one of the editors, a hack who goes by the name """"Elonka,"""" replied that Wikipedia is not in the business of telling the truth. That's for damn sure! """,0,0,0,0,0,0
"But then again, you probably don't even know that I have been trolled endlessly here. Oh well.",0,0,0,0,0,0
Nick Cooper is a self-delusive idiot Nick Cooper is unable to face facts.,1,0,1,0,1,0
the corrupt officials working in,0,0,0,0,0,0
""" — Preceding unsigned comment added by (talk • contribs) Like many issues, it comes down to sources. What are the sources for his titles and his assumption of total power? talk """,0,0,0,0,0,0
As said by Sir Thomas Moore in ''They'll think that somewhere along your pedigree a bitch got over the wall!',1,0,0,0,0,0
Never mind. But if you have time could you make a mirror article in Macedonian and/or Serbian/Croatian Wikipedias? Thanks. Alex,0,0,0,0,0,0
"COMMENT MY ACCOUNT, DO WHAT I LIKE WITH IT JOBSWORTH",0,0,0,0,0,0
to weeks of harassment and threats,0,0,0,0,0,0
YO WHY CANT I MESS UP UR SITE NO SCHOOLS R ALLOWED TO USE IT CUZ OF FAGS LIKE U,1,0,1,0,1,1
""" you don't belong on wikipedia sir! your being a prick and trying to ruin our education just because you deem something """"shouldn't be on wikipedia"""" find another hobby! """,1,0,0,0,0,0
"Did you note my post to the article's discussion page, explaining my edits?",0,0,0,0,0,0
"NOT EMO!!! God!!! EmO = NOT!!! have Culture EmO = is a shit COPY of stereotype GothicS,PunkS,BritS EmO = the suicidal attitude and melancolic is NOT!!! a something new They are NOT!!!!! emo = Panic at the Disco,Cris Angel,MCR,Emily the Strange,Tim Burton movies,AFI,Allan Poe books,Kat Von D,HIM,Metalcore bands,The Cure,Nirvana,Placebo,Sadness,Black make up,shaggy hairstyle,Androgyny.... ..... ...But the ignorants think that my list is emo, but the truth is that NobodY in my list are emo. Panic at the disco NOT EMO.",1,0,0,0,0,0
